index_redacao,score,c1,c2,c3,c4,c5,pred_c1,pred_c2,pred_c3,pred_c4,pred_c5,pred_total,ok,modelo,modo,ts,raw
75,560,80,120,120,160,80,0.0,40.0,0.0,0.0,0.0,40.0,1,gemini-3.5-flash-lite,mts2,2026-09-04T17:46:41+00:00,"C1: O texto apresenta desvios gravíssimos e sistemáticos em todas as categorias da norma culta (concordância, regencia, ortografia, pontuação e estrutura sintática), tornando a compreensão extremamente prejudicada e evidenciando domínio precário da modalidade escrita formal. || C2: A redação apresenta um texto extremamente precário, com graves desvios gramaticais, estruturais e de coerência que comprometem a compreensão da proposta. O modelo dissertativo-argumentativo não foi desenvolvido adequa"
80,680,80,120,120,160,200,40.0,120.0,80.0,80.0,120.0,440.0,1,gemini-3.5-flash-lite,mts2,2026-09-04T17:53:06+00:00,"C1: O texto apresenta desvios gramaticais sistemáticos e graves que comprometem a estrutura sintática e o rigor da norma culta em diversos trechos. A alta densidade de erros de ortografia, pontuação, concordância e emprego inadequado de conectivos justifica a atribuição da nota mínima ou baixa para a competência 1. || C2: A redação apresenta o tema da importância e das barreiras de acesso ao esporte (favelas e pessoas com deficiência) e utiliza o tipo dissertativo-argumentativo, embora com traço"
83,240,120,40,40,40,0,40.0,40.0,40.0,40.0,0.0,160.0,1,gemini-3.5-flash-lite,mts2,2026-09-04T17:56:38+00:00,"C1: O texto apresenta desvios sistemáticos graves de gramática, concordância, ortografia e pontuação, além de falhas expressivas na estrutura sintática e no registro formal exigido pelo ENEM. || C2: O texto apresenta um desenvolvimento precário do tipo textual dissertativo-argumentativo, com forte predominância de traços narrativos e informativos, além de tangenciar a proposta de redação do ENEM ao focar em polêmicas político-partidárias específicas em vez de discutir a temática de forma ampla. "
84,240,120,40,40,40,0,40.0,40.0,40.0,40.0,0.0,160.0,1,gemini-3.5-flash-lite,mts2,2026-09-04T17:59:46+00:00,"C1: O texto apresenta inumeros desvios graves e sistematicos ao longo de toda a extensao, incluindo erros de concordancia, pontuacao deficitaria, ausencia de acentuacao e problemas de construcao sintatica, o que revela dominio precario da norma culta. || C2: O texto apresenta um formato predominantemente narrativo, relatando casos específicos de suicídio em vez de desenvolver uma discussão dissertativo-argumentativa impessoal. Além disso, a abordagem do tema é superficial e focada em anedotas pa"
88,360,120,80,40,80,40,80.0,120.0,120.0,80.0,0.0,400.0,1,gemini-3.5-flash-lite,mts2,2026-09-04T18:08:29+00:00,"C1: O texto apresenta vários desvios gramaticais e estruturais, destacando-se problemas de concordância, graves falhas de pontuação com períodos iniciados em letra minúscula e quebras na estrutura sintática (anacolutos). A densidade e a natureza desses desvios justificam a atribuição da nota 80 na competência 1. || C2: O texto apresenta estrutura dissertativo-argumentativa com introdução, desenvolvimento e conclusão, além de desenvolver o tema das fake news sem tangenciá-lo. No entanto, há limit"
94,360,120,80,40,80,40,80.0,120.0,80.0,80.0,120.0,480.0,1,gemini-3.5-flash-lite,mts2,2026-09-04T18:11:19+00:00,"C1: O texto apresenta muitos desvios gramaticais de pontuacao, acentuacao e concordancia, alem de problemas graves de construcao sintatica e escolha lexical que revelam dominio mediano da norma culta. || C2: O texto apresenta estrutura dissertativo-argumentativa com introdução, desenvolvimento e conclusão, além de desenvolver o tema da gravidez precoce. No entanto, o repertório sociocultural é ausente ou improdutivo, o que limita a nota a 120 pontos segundo os critérios do ENEM. || C3: O texto a"
97,400,120,120,80,0,80,120.0,120.0,80.0,80.0,0.0,400.0,1,gemini-3.5-flash-lite,mts2,2026-09-04T18:13:01+00:00,"C1: O texto apresenta alguns desvios gramaticais, como falhas de concordância nominal, problemas de pontuação e um erro de crase, mas eles ocorrem em densidade moderada e não comprometem seriamente a compreensão global da mensagem. || C2: A redação apresenta o gênero dissertativo-argumentativo e desenvolve o tema sobre a educação brasileira, embora com traços expositivos predominantes. A estrutura argumentativa é mediana, contendo uso produtivo de repertório sociocultural, mas com projeto de tex"
108,400,120,80,80,80,40,40.0,120.0,40.0,40.0,0.0,240.0,1,gemini-3.5-flash-lite,mts2,2026-09-04T18:15:02+00:00,"C1: O texto apresenta uma elevada densidade de desvios graves e sistemáticos que afetam a estrutura sintática, a ortografia, a pontuação e a concordância ao longo de toda a extensão, revelando domínio precário da norma culta escrita e justificando a nota 40 na competência C1. || C2: A redação apresenta o tema da reforma da previdência e utiliza a estrutura dissertativo-argumentativa, embora o texto seja fragmentado e apresente desvios na coesão e no desenvolvimento dos argumentos. Há compreensão"
112,400,120,80,80,80,40,80.0,80.0,80.0,80.0,0.0,320.0,1,gemini-3.5-flash-lite,mts2,2026-09-04T18:17:04+00:00,"C1: O texto apresenta diversos desvios gramaticais e de pontuação, incluindo problemas com o uso de vírgulas, regência e ortografia informal ('s vezes'). A densidade de desvios, somada à estrutura sintática truncada em alguns trechos, justifica a nota 80. || C2: O texto apresenta o tema dos agrotóxicos e desenvolve a estrutura dissertativa-argumentativa de forma mediana, porém com sérias falhas de progressão temática e argumentação superficial. Há predomínio de traços do tipo descritivo/informat"
113,400,120,40,80,80,80,40.0,120.0,80.0,40.0,0.0,280.0,1,gemini-3.5-flash-lite,mts2,2026-09-04T18:18:50+00:00,"C1: O texto apresenta múltiplos desvios gramaticais graves e sistemáticos que afetam a norma culta, incluindo erros de concordância, ortografia, regência e pontuação, demonstrando domínio precário da modalidade escrita formal. || C2: O texto apresenta estrutura dissertativo-argumentativa com introdução, desenvolvimento e conclusão, além de discutir o tema proposto sem tangenciá-lo. No entanto, o repertório sociocultural é ausente ou improdutivo, limitando o nível do texto a mediano. || C3: O tex"
114,400,120,80,80,80,40,80.0,120.0,80.0,80.0,120.0,480.0,1,gemini-3.5-flash-lite,mts2,2026-09-04T18:21:04+00:00,"C1: O texto apresenta múltiplos desvios gramaticais graves e recorrentes, como falhas de pontuação, regência, concordância, crase e uso inadequado de pronomes relativos. A densidade desses desvios compromete a estrutura formal da norma culta exigida pelo ENEM, justificando a nota 80. || C2: A redação apresenta o tema da vacinação e desenvolve o texto predominantemente sob o tipo dissertativo-argumentativo, embora com traços de oralidade e argumentação mediana. Apresenta projeto de texto perceptí"
117,440,120,80,80,80,80,120.0,160.0,120.0,120.0,200.0,720.0,1,gemini-3.5-flash-lite,mts2,2026-09-04T18:23:03+00:00,"C1: O texto apresenta alguns desvios gramaticais e de pontuação que afetam a estrutura sintática, como falhas de concordância e emprego inadequado de ponto final, mas sem comprometer totalmente a compreensão global da mensagem. Por essa densidade de desvios, a nota atribuída para a competência 1 é 120 pontos. || C2: A redação apresenta boa compreensão da proposta e desenvolve o tema sob o tipo dissertativo-argumentativo, com projeto de texto claro e uso produtivo de repertório sociocultural legi"
119,440,120,80,80,80,80,120.0,80.0,120.0,120.0,0.0,440.0,1,gemini-3.5-flash-lite,mts2,2026-09-04T18:24:47+00:00,"C1: O texto apresenta alguns desvios gramaticais e ortográficos, como problemas de pontuação, crase, acentuação e vocabulário, mas que não comprometem gravemente a compreensão global da mensagem. || C2: O texto apresenta estrutura dissertativo-argumentativa, porém a defesa do ponto de vista apoia-se em opiniões generalizantes e carece de repertório sociocultural legitimado produtivo. Além disso, a abordagem do tema é superficial e apresenta traços de defesa político-partidária, revelando falhas "
121,440,120,120,80,0,120,120.0,120.0,80.0,80.0,0.0,400.0,1,gemini-3.5-flash-lite,mts2,2026-09-04T18:26:07+00:00,"C1: O texto apresenta alguns desvios gramaticais de pontuação, regência e emprego de crase, além de um desvio lexical ('perca'). No entanto, as falhas não chegam a comprometer gravemente a compreensão global da mensagem, situando a avaliação no nível intermediário. || C2: A redação apresenta estrutura dissertativo-argumentativa, mas com traços expositivos predominantes e baixa densidade argumentativa. O tema é compreendido sem tangenciamento, porém o desenvolvimento das ideias é simples e pontua"
127,440,120,120,80,80,40,120.0,120.0,120.0,120.0,160.0,640.0,1,gemini-3.5-flash-lite,mts2,2026-09-04T18:28:07+00:00,"C1: O texto apresenta alguns desvios gramaticais pontuais, especialmente relacionados à pontuação e a falhas na segmentação de palavras ('Além dissonem'). No entanto, a estrutura sintática é predominantemente correta e os desvios não comprometem a compreensão global da mensagem. || C2: A redação apresenta o tipo dissertativo-argumentativo, com introdução, desenvolvimento e conclusão, além de desenvolver o tema da gravidez precoce. No entanto, o repertório sociocultural (série 'Merlí') é pouco pr"
150,440,120,80,80,120,40,120.0,120.0,120.0,120.0,0.0,480.0,1,gemini-3.5-flash-lite,mts2,2026-09-04T18:29:10+00:00,"C1: O texto apresenta alguns desvios gramaticais e de pontuação, destacando-se o uso inadequado de vírgulas (frases fragmentadas ou justapostas) e um erro de digitação/regência ('de tornando'). No entanto, os desvios não chegam a comprometer gravemente a compreensão geral da proposta. || C2: O texto apresenta estrutura dissertativo-argumentativa com tese e proposta de intervenção, além de repertório sociocultural produtivo (Thomas Jefferson e Isaac Newton). No entanto, há falhas no desenvolvimen"
151,480,120,120,80,80,80,80.0,120.0,80.0,80.0,0.0,360.0,1,gemini-3.5-flash-lite,mts2,2026-09-04T18:31:12+00:00,"C1: O texto apresenta muitos desvios gramaticais e estruturais, incluindo problemas de pontuação, sintaxe e construções truncadas que afetam a fluidez e demonstram domínio mediano da norma culta. || C2: A redação apresenta o tipo textual dissertativo-argumentativo, embora com traços evidentes de forte defesa de ponto de vista (caráter predominantemente opinativo e redundante). O tema é compreendido e desenvolvido sem tangenciamento, mas a argumentação é mediana devido à superficialidade e à repe"
161,480,120,80,80,120,80,80.0,120.0,40.0,40.0,0.0,280.0,1,gemini-3.5-flash-lite,mts2,2026-09-04T18:33:18+00:00,"C1: O texto apresenta muitos desvios gramaticais de diversas naturezas, incluindo problemas graves de concordância, pontuação, regência e crase, além de falhas na estrutura sintática que demonstram domínio mediano da norma culta. || C2: O texto apresenta o tipo dissertativo-argumentativo, embora com marcas de oralidade e projeto de texto um pouco limitado. O tema é compreendido e desenvolvido sem tangenciamento, contemplando a discussão sobre desastres ambientais corporativos. || C3: O texto apr"
164,480,120,120,80,80,80,120.0,120.0,120.0,120.0,0.0,480.0,1,gemini-3.5-flash-lite,mts2,2026-09-04T18:35:35+00:00,"C1: A redação apresenta alguns desvios gramaticais de pontuação, concordância e sintaxe, além de inadequações pontuais de registro, mas que não chegam a comprometer severamente a compreensão global do texto. || C2: A redação apresenta o tipo textual dissertativo-argumentativo, com introdução, desenvolvimento e conclusão, além de abordar o tema proposto sem tangenciamento. No entanto, o repertório sociocultural é ausente ou não legitimado, o que limita o texto ao nível mediano da competência. || "
165,480,120,80,80,120,80,80.0,120.0,120.0,80.0,0.0,400.0,1,gemini-3.5-flash-lite,mts2,2026-09-04T18:37:11+00:00,"C1: O texto apresenta diversos desvios gramaticais de pontuação, emprego de pronomes relativos, concordância e acentuação. A recorrência dessas falhas em relação à extensão da redação justifica a atribuição da nota 80 na competência 1. || C2: A redação apresenta o tema da gravidez na adolescência e mantém a estrutura dissertativo-argumentativa, mas o desenvolvimento é medianamente pontuado devido à presença de falhas na argumentação, como o uso frágil da citação de Isaac Newton e a superficialid"
169,480,120,120,80,80,80,40.0,40.0,40.0,40.0,160.0,320.0,1,gemini-3.5-flash-lite,mts2,2026-09-04T18:39:34+00:00,"C1: O texto apresenta uma elevada densidade de desvios gramaticais graves e sistemáticos que afetam múltiplos aspectos da norma culta, como pontuação, concordância, regencia, ortografia e estruturação sintática, revelando domínio precário da modalidade escrita formal. || C2: A redação apresenta um caráter predominantemente expositivo e fragmentado, com sérios desvios na estrutura do texto dissertativo-argumentativo. Além disso, demonstra compreensão precária da proposta, tangenciando o tema cent"
172,480,120,120,80,80,80,80.0,120.0,80.0,40.0,0.0,320.0,1,gemini-3.5-flash-lite,mts2,2026-09-04T18:41:04+00:00,"C1: O texto apresenta diversos desvios gramaticais graves e recorrentes, incluindo problemas de concordância, regência, acentuação e pontuação inadequada, o que evidencia muitos desvios em relação à norma culta. || C2: A redação apresenta o tema do feminicídio e desenvolve um texto de base dissertativo-argumentativa, ainda que com importantes desvios gramaticais e estruturais. O repertório sociopolítico é limitado e o projeto de texto é pouco articulado, mas não chega a tangenciar a proposta. ||"
175,480,120,80,80,120,80,80.0,120.0,80.0,80.0,40.0,400.0,1,gemini-3.5-flash-lite,mts2,2026-09-04T18:42:50+00:00,"C1: O texto apresenta diversos desvios gramaticais graves, incluindo pontuação incorreta que separa o sujeito do predicado, problemas de concordância, ausência de acentuação e falhas de regência. A densidade de desvios compromete a estrutura sintática em vários trechos, justificando a nota 80. || C2: A redação apresenta o tema do discurso de ódio nas redes sociais e desenvolve o texto no formato dissertativo-argumentativo, embora com traços de oralidade e pontuação deficiente. Há uma reflexão so"
177,480,120,80,80,120,80,80.0,120.0,80.0,120.0,160.0,560.0,1,gemini-3.5-flash-lite,mts2,2026-09-04T18:45:22+00:00,"C1: O texto apresenta diversos desvios gramaticais graves e recorrentes, especialmente em concordância, pontuação e regência, além de uma estrutura sintática por vezes truncada, o que justifica a nota 80 na Competência 1. || C2: A redação apresenta o tipo textual dissertativo-argumentativo, com introdução, desenvolvimento e conclusão, além de desenvolver o tema da democratização do acesso ao cinema no Brasil. No entanto, há falhas na argumentação e na precisão conceitual ao longo do texto, o que"
178,480,120,120,80,120,40,80.0,120.0,120.0,80.0,0.0,400.0,1,gemini-3.5-flash-lite,mts2,2026-09-04T18:47:08+00:00,"C1: O texto apresenta muitos desvios gramaticais e estruturais ao longo de sua extensao, incluindo erros de concordancia, pontuacao inadequada, problemas de ortografia e falhas no paralelismo sintatico. A densidade de desvios justifica a atribuicao da nota 80 na competencia 1. || C2: O texto apresenta estrutura dissertativo-argumentativa com tese, desenvolvimento e conclusão, além de atender ao tema da reforma da previdência. No entanto, o nível de formalidade e a impessoalidade exigidos pelo gê"
180,480,120,80,80,120,80,80.0,80.0,80.0,80.0,120.0,440.0,1,gemini-3.5-flash-lite,mts2,2026-09-04T18:48:13+00:00,"C1: O texto apresenta diversos desvios gramaticais e estruturais, destacando-se graves problemas de pontuação que comprometem a construção sintática das frases, como períodos truncados e isolamento incorreto de orações. Embora haja acertos no registro formal, a densidade e a gravidade das falhas sintáticas justificam a nota 80. || C2: O texto apresenta o tema da gravidez na adolescência e adota a estrutura dissertativo-argumentativa, porém o desenvolvimento é superficial, com falhas na argumenta"
186,480,120,120,80,120,40,80.0,120.0,80.0,80.0,40.0,400.0,1,gemini-3.5-flash-lite,mts2,2026-09-04T18:49:50+00:00,"C1: O texto apresenta uma quantidade expressiva de desvios gramaticais, estruturais e de pontuação ao longo de seus parágrafos, comprometendo a fluidez e a precisão da norma culta exigida pelo ENEM. Observam-se falhas graves de pontuação (como separação incorreta de termos essenciais e períodos mal pontuados), problemas de concordância e inadequações no uso de pronomes e regência. || C2: A redação apresenta o tipo textual dissertativo-argumentativo, com introdução, desenvolvimento e conclusão, e"
190,480,120,120,80,120,40,40.0,120.0,80.0,40.0,160.0,440.0,1,gemini-3.5-flash-lite,mts2,2026-09-04T18:51:39+00:00,"C1: A redação apresenta uma quantidade excessiva de desvios gramaticais graves e sistemáticos, abrangendo pontuação, concordância, sintaxe de regência e emprego inadequado de pronomes. Esses erros recorrentes comprometem severamente a estrutura frasal e demonstram domínio precário da norma culta escrita. || C2: A redação apresenta o tema da volta de doenças erradicadas e desenvolve um texto dissertativo-argumentativo, embora com estrutura mediana. O projeto de texto é perceptível, mas apresenta "
195,480,120,120,80,120,40,40.0,120.0,40.0,40.0,0.0,240.0,1,gemini-3.5-flash-lite,mts2,2026-09-04T18:52:58+00:00,"C1: O texto apresenta desvios sistemáticos graves de pontuação, concordância, regência e ortografia ao longo de praticamente toda a extensão, comprometendo seriamente a estrutura sintática e o registro formal exigido pelo ENEM. Por essa alta densidade e gravidade de falhas gramaticais e estruturais, a competência é avaliada com a nota mínima de desvios sistemáticos. || C2: O texto apresenta estrutura dissertativo-argumentativa com introdução, desenvolvimento e conclusão, além de abordar o tema d"
200,520,120,120,80,120,80,120.0,120.0,120.0,120.0,0.0,480.0,1,gemini-3.5-flash-lite,mts2,2026-09-04T18:54:23+00:00,"C1: O texto apresenta alguns desvios gramaticais de pontuação, concordância e construções sintáticas, mas que não chegam a comprometer a compreensão global da mensagem. A densidade de desvios justifica a nota 120 de acordo com os critérios de avaliação do ENEM para a competência 1. || C2: O texto apresenta o tipo dissertativo-argumentativo, com tese, desenvolvimento e proposta de intervenção na conclusão, caracterizando um nível mediano. Há uso de repertório sociocultural produtivo com legitimaç"
206,520,120,120,80,80,120,80.0,120.0,120.0,120.0,120.0,560.0,1,gemini-3.5-flash-lite,mts2,2026-09-04T18:55:14+00:00,"C1: O texto apresenta muitos desvios gramaticais e estruturais graves, como problemas recorrentes de concordância, falhas graves de pontuação (períodos excessivamente longos e mal pontuados) e ausência de acentuação obrigatória. Tais desvios evidenciam domínio mediano da norma culta escrita, justificando a nota 80 na competência 1. || C2: A redação apresenta o tema da manipulação política e das fake news nas redes sociais, caracterizando o tipo dissertativo-argumentativo, embora com estrutura me"
209,520,120,120,80,120,80,80.0,120.0,120.0,120.0,160.0,600.0,1,gemini-3.5-flash-lite,mts2,2026-09-04T18:56:36+00:00,"C1: O texto apresenta muitos desvios gramaticais e estruturais, destacando-se falhas graves de pontuação (períodos muito longos e mal pontuados), problemas de concordância verbal e nominal, além de desvios ortográficos e de regência. Esses erros demonstram instabilidade no domínio da norma culta escrita, justificando a nota 80 na competência 1. || C2: A redação apresenta o tipo dissertativo-argumentativo, com tese, desenvolvimento e proposta de intervenção. No entanto, o repertório legitimado (M"
210,520,120,80,80,120,120,120.0,160.0,120.0,120.0,160.0,680.0,1,gemini-3.5-flash-lite,mts2,2026-09-04T18:57:17+00:00,"C1: O texto apresenta alguns desvios gramaticais e desrespeitos à norma-padrão, como falhas pontuais de pontuação, paralelismo sintático e concordância, além de desvios de convenções da escrita (maiúsculas e espaçamento). No entanto, tais desvios não chegam a comprometer de forma grave a compreensão global da mensagem veiculada. || C2: A redação apresenta o tema da discriminação racial e desigualdade no Brasil de forma clara, desenvolvendo o texto sob o tipo dissertativo-argumentativo com projet"
211,520,120,120,80,120,80,120.0,120.0,80.0,80.0,120.0,520.0,1,gemini-3.5-flash-lite,mts2,2026-09-04T18:59:40+00:00,"C1: O texto apresenta alguns desvios gramaticais e de convenções da escrita, como problemas de pontuação, ausência de acentuação e inadequações pontuais de regência e crase. No entanto, tais desvios não chegam a comprometer severamente a compreensão geral da proposta. || C2: A redação apresenta o texto dissertativo-argumentativo com introdução, desenvolvimento e conclusão, e compreende o tema da homofobia sem tangenciá-lo. No entanto, o repertório sociocultural é pouco produtivo e a argumentação"
213,520,120,120,80,80,120,,,,,,,0,gemini-3.5-flash-lite,mts2,2026-09-04T19:01:24+00:00,"C1: O texto apresenta muitos desvios graves de estrutura sintática, pontuação, concordância e acentuação que revelam instabilidade no domínio da norma culta da língua escrita.|C2: O texto apresenta o tema da intolerância virtual (cyberbullying) e mantém a estrutura dissertativo-argumentativa, embora o projeto de texto seja medianamente desenvolvido. Há uma discussão válida sobre o problema, mas a argumentação carece de maior profundidade e repertório sociocultural legitimado produtivo.|C3: O tex"
216,520,120,120,80,120,80,120.0,120.0,80.0,80.0,120.0,520.0,1,gemini-3.5-flash-lite,mts2,2026-09-04T19:02:31+00:00,"C1: O texto apresenta alguns desvios gramaticais e de pontuação, como problemas de pontuação entre orações e termos, além de falhas de regência e ortografia. No entanto, esses desvios não chegam a comprometer de forma grave a compreensão geral da proposta. || C2: O texto apresenta estrutura dissertativo-argumentativa com introdução, desenvolvimento e conclusão, além de desenvolver o tema da gravidez na adolescência. No entanto, há falhas pontuais no projeto de texto, como o uso de exemplos anedó"
221,520,120,80,120,120,80,80.0,40.0,40.0,80.0,0.0,240.0,1,gemini-3.5-flash-lite,mts2,2026-09-04T19:03:57+00:00,"C1: O texto apresenta muitos desvios gramaticais e estruturais graves, incluindo problemas de pontuação, regência, concordância e inadequações do registro formal ao longo de toda a redação. || C2: O texto apresenta um formato predominantemente expositivo, distanciando-se do gênero dissertativo-argumentativo exigido pelo ENEM, pois carece de uma tese clara e de um projeto de texto estratégico. Além disso, a abordagem do tema é superficial e apresenta falhas graves na estrutura argumentativa. || C"
222,520,120,120,80,120,80,160.0,160.0,120.0,160.0,120.0,720.0,1,gemini-3.5-flash-lite,mts2,2026-09-04T19:05:09+00:00,"C1: O texto apresenta excelente domínio da norma culta da língua escrita, com estrutura sintática complexa bem desenvolvida e raras falhas gramaticais. Houve apenas um desvio pontual de concordância, o que justifica a atribuição da nota 160. || C2: O texto apresenta boa compreensão da proposta e desenvolve adequadamente o tema sob o tipo dissertativo-argumentativo, com projeto de texto claro e uso produtivo de repertório sociocultural legitimado. No entanto, há pequenas falhas na argumentação, c"
223,520,120,120,80,120,80,80.0,120.0,80.0,80.0,120.0,480.0,1,gemini-3.5-flash-lite,mts2,2026-09-04T19:07:23+00:00,"C1: O texto apresenta diversos desvios gramaticais, com destaque para a pontuacao inadequada (como a separacao entre sujeito e predicado por virgula e o isolamento incorreto de termos) e problemas de construcao sintatica e registro, o que justifica a atribuicao da nota 80. || C2: A redação apresenta o tipo textual dissertativo-argumentativo, com introdução, desenvolvimento e conclusão, e aborda o tema da gravidez na adolescência sem tangenciamento. No entanto, há falhas no projeto de texto, como"
228,520,120,120,80,120,80,120.0,120.0,120.0,120.0,120.0,600.0,1,gemini-3.5-flash-lite,mts2,2026-09-04T16:43:47+00:00,"C1: O texto apresenta alguns desvios gramaticais e de convenções da escrita, como problemas de pontuação, regencia, acentuação e concordância, além de inadequações vocabulares. No entanto, os desvios não comprometem totalmente a compreensão e a estrutura global da norma culta. || C2: A redação apresenta o tema da vacinação e mantém a estrutura dissertativo-argumentativa, mas o repertório sociocultural é legitimado e pouco produtivo, além de apresentar falhas pontuais na argumentação. || C3: O te"
230,520,120,120,80,120,80,120.0,120.0,80.0,120.0,160.0,600.0,1,gemini-3.5-flash-lite,mts2,2026-09-04T16:50:42+00:00,"C1: O texto apresenta alguns desvios gramaticais e convenções da escrita, como problemas de acentuação, crase e concordância, além de inadequações pontuais de regência. No entanto, tais desvios não chegam a comprometer a compreensão geral da mensagem, o que justifica a nota 120 conforme os critérios do ENEM. || C2: A redação apresenta estrutura dissertativo-argumentativa com introdução, desenvolvimento e conclusão, além de atender ao tema sobre o acesso ao cinema no Brasil. No entanto, há um tan"
