index_redacao,score,c1,c2,c3,c4,c5,pred_c1,pred_c2,pred_c3,pred_c4,pred_c5,pred_total,ok,modelo,modo,ts,raw
42,400,80,80,80,80,80,0.0,40.0,0.0,40.0,0.0,80.0,1,gemini-3.5-flash-lite,mts_fs,2026-09-08T10:07:19+00:00,"C1: A redação apresenta uma quantidade excessiva de desvios graves da norma culta, incluindo múltiplos erros de ortografia, pontuação inadequada que fragmenta o texto, ausência de crase e sérios problemas de concordância e regência. || C2: A redação apresenta sérios problemas estruturais e de gênero textual, tangenciando o tema proposto devido à escrita extremamente fragmentada, lacunar e com traços evidentes de projeto de texto rudimentar. A argumentação é rasa e pontuada por desvios graves de "
49,400,80,80,80,80,80,80.0,120.0,80.0,80.0,0.0,360.0,1,gemini-3.5-flash-lite,mts_fs,2026-09-08T10:07:39+00:00,"C1: O texto apresenta desvios graves e recorrentes de concordância ('é notório a existência'), regência, pontuação, além de problemas de estrutura sintática e emprego inadequado de maiúsculas e minúsculas. || C2: A redação apresenta o tipo textual dissertativo-argumentativo com o desenvolvimento do tema sobre a misoginia e o papel da mulher, contendo uma tese e argumentos. No entanto, o texto possui trechos com traços de argumentação mediana, digressões sobre passagens bíblicas e um projeto de t"
50,400,80,80,80,80,80,120.0,120.0,120.0,120.0,40.0,520.0,1,gemini-3.5-flash-lite,mts_fs,2026-09-08T10:08:17+00:00,"C1: A redação apresenta boa estrutura sintática e vocabulário adequado, mas contém desvios pontuais de gramática e convenções da escrita, como falhas de espaçamento após pontuação, vírgulas mal empregadas entre sujeito e predicado e problemas pontuais de regência e ortografia ('precitada'). || C2: A redação apresenta o tema da reforma do Ensino Médio e utiliza o tipo textual dissertativo-argumentativo, com presença de introdução, desenvolvimento e conclusão. No entanto, o texto demonstra mediana"
54,440,80,120,80,80,80,80.0,120.0,80.0,80.0,120.0,480.0,1,gemini-3.5-flash-lite,mts_fs,2026-09-08T10:09:43+00:00,"C1: O texto apresenta vários desvios gramaticais e de estrutura sintática, como vírgula incorreta separando sujeito e predicado ('No que se refere, a A apropriação'), concordâncias prejudicadas ('Dentre outras fatores', 'maiores acesso acessos') e problemas graves de pontuação e paralelismo. Há também repetições excessivas e marcas de oralidade na escolha de registro. || C2: A redação apresenta o tema da apropriação cultural no Carnaval e desenvolve o texto predominantemente sob o tipo dissertat"
57,440,80,120,80,80,80,80.0,120.0,120.0,80.0,0.0,400.0,1,gemini-3.5-flash-lite,mts_fs,2026-09-08T10:10:52+00:00,"C1: O texto apresenta desvios gramaticais evidentes, como falhas de acentuação ('contrario', 'publica', 'politico', 'prospero', 'glria'), problemas de pontuação (espaços antes de vírgulas e pontos finais inadequados, gerando fragmentação) e desvios de concordância e regência, demonstrando domínio mediano da modalidade escrita formal. || C2: A redação apresenta o tema da reforma do ensino médio dentro do tipo dissertativo-argumentativo, com presença de tese e argumentos. No entanto, o texto revel"
61,480,80,120,80,80,120,120.0,120.0,120.0,120.0,40.0,520.0,1,gemini-3.5-flash-lite,mts_fs,2026-09-08T10:11:38+00:00,"C1: O texto apresenta boa estrutura sintática, mas com desvios gramaticais pontuais, como problemas ortográficos ('cidadões', 'socias', 'sem se quer'), pontuação inadequada (vírgulas separando sujeito e predicado) e concordância falha, denotando domínio mediano da norma culta. || C2: A redação apresenta o tema do foro privilegiado e o gênero dissertativo-argumentativo, com uso de repertório sociocultural produtivo (Constituição, Marx, Confúcio). No entanto, o desenvolvimento demonstra argumentaç"
65,480,80,80,120,120,80,,,,,,,0,gemini-3.5-flash-lite,mts_fs,2026-09-08T10:11:42+00:00,
66,520,80,120,80,120,120,120.0,120.0,120.0,80.0,0.0,440.0,1,gemini-3.5-flash-lite,mts_fs,2026-09-08T10:12:09+00:00,"C1: O texto apresenta boa estrutura sintática e pontuação aceitável, mas comete desvios gramaticais pontuais, como a separação incorreta do sujeito por vírgula no primeiro parágrafo ('Cogita-se, com muita frequência que...') e falhas de concordância/regência, além de desvios na escolha de registro. || C2: O texto apresenta estrutura dissertativo-argumentativa com tese, desenvolvimento e conclusão, além de atender ao tema proposto sem tangenciamento. No entanto, o desenvolvimento argumentativo é "
72,520,80,120,120,80,120,80.0,120.0,120.0,80.0,160.0,560.0,1,gemini-3.5-flash-lite,mts_fs,2026-09-08T10:12:35+00:00,"C1: O texto apresenta desvios gramaticais e estruturais significativos, como problemas de pontuação (falta de vírgulas e ponto final inadequado em 'combatido O mais rápido'), falhas de concordância e regência, além de construções sintáticas truncadas e uso de 'auto medicação' separado. Há também imprecisões no registro formal em trechos como 'passam percebidas' (passam despercebidas). || C2: A redação apresenta o tema da automedicação e utiliza o tipo dissertativo-argumentativo, com presença de "
75,560,80,120,120,160,80,0.0,40.0,40.0,0.0,0.0,80.0,1,gemini-3.5-flash-lite,mts_fs,2026-09-08T10:13:03+00:00,"C1: A redação apresenta múltiplos e graves desvios gramaticais que comprometem totalmente a estrutura sintática, a ortografia, a pontuação e a escolha de registro, impedindo a compreensão de passagens inteiras e revelando desconhecimento da norma culta. || C2: A redação apresenta um texto majoritariamente precário, com sérios desvios estruturais, graves problemas sintáticos e repertório legitimado mas mal empregado (tangenciando a forma dissertativa-argumentativa exemplar). Embora toque no tema "
79,680,80,120,120,160,200,120.0,120.0,120.0,120.0,120.0,600.0,1,gemini-3.5-flash-lite,mts_fs,2026-09-08T10:13:22+00:00,"C1: O texto apresenta bom domínio da norma culta, mas com alguns desvios pontuais de pontuação (como a vírgula separando o sujeito do predicado no primeiro parágrafo) e falhas leves de paralelismo e coesão, além de vocabulário por vezes comum. || C2: A redação apresenta o tema da prática esportiva e do sedentarismo, desenvolvendo-o por meio do texto dissertativo-argumentativo, com tese e proposta de intervenção. No entanto, a argumentação carece de maior profundidade crítica e há pequenos desvio"
80,680,80,120,120,160,200,40.0,120.0,120.0,80.0,120.0,480.0,1,gemini-3.5-flash-lite,mts_fs,2026-09-08T10:14:01+00:00,"C1: A redação apresenta precariedade extrema no domínio da norma culta, com graves e recorrentes desvios gramaticais. Destacam-se o uso inadequado e repetido da conjunção 'pós' no lugar de 'pois', graves problemas de pontuação (pontos finais inadequados no meio de frases e isolando parágrafos), desvios de concordância, regência e estrutura sintática truncada, além de traços de oralidade e vocabulário impreciso. || C2: A redação desenvolve o tema de forma mediana, contemplando os recortes essenci"
83,240,120,40,40,40,0,40.0,40.0,40.0,0.0,0.0,120.0,1,gemini-3.5-flash-lite,mts_fs,2026-09-08T10:14:28+00:00,"C1: O texto apresenta múltiplos desvios graves da modalidade escrita formal, como problemas expressivos de pontuação, concordância inadequada, regência deficitária (como em 'ja sabem se quer o que é'), além de emprego incorreto de grafia ('destribuindo') e marcas evidentes de oralidade. || C2: A redação apresenta uma compreensão muito limitada do tema e do modelo dissertativo-argumentativo, caracterizando-se por forte marca de oralidade, digressão, estrutura frasal precária e tangenciamento da p"
84,240,120,40,40,40,0,80.0,80.0,80.0,40.0,40.0,320.0,1,gemini-3.5-flash-lite,mts_fs,2026-09-08T10:15:09+00:00,"C1: O texto apresenta desvios graves da gramática e da norma culta, como problemas de concordância ('temos nos deparados'), regência, pontuação deficiente e estruturação frasal inadequada (períodos excessivamente longos e confusos), além de falhas no registro formal. || C2: A redação aborda o tema do suicídio, mas o desenvolvimento é frágil e focado excessivamente em relatos de casos particulares e anedóticos, em detrimento de uma argumentação consistente. Além disso, a estrutura dissertativa-ar"
86,280,120,80,0,0,80,120.0,120.0,120.0,80.0,0.0,440.0,1,gemini-3.5-flash-lite,mts_fs,2026-09-08T10:16:02+00:00,"C1: O texto apresenta bom domínio da norma culta, mas possui alguns desvios gramaticais e estruturais, como problemas de concordância (ex: 'elas interferem', 'uma vez que... as fake news tomam conta'), repetição de vocabulário e construções sintáticas truncadas (ex: 'como que em 2017 era apenas 28 países'). A pontuação e a escolha de registro são medianas, justificando a nota 120. || C2: A redação desenvolve o tema proposto sobre as fake news e apresenta uma estrutura dissertativo-argumentativa "
88,360,120,80,40,80,40,120.0,120.0,120.0,120.0,0.0,480.0,1,gemini-3.5-flash-lite,mts_fs,2026-09-08T10:16:24+00:00,"C1: O texto apresenta bom domínio da modalidade escrita formal, com raros desvios gramaticais (como a inicial minúscula em início de frase e período fragmentado). A estrutura sintática é predominantemente complexa e bem organizada, embora haja pequenos problemas de pontuação e regência. || C2: A redação apresenta o tema das fake news de forma adequada e desenvolve o texto predominantemente sob o tipo dissertativo-argumentativo, com presença de repertório sociocultural produtivo de forma mediana."
94,360,120,80,40,80,40,80.0,120.0,80.0,80.0,120.0,480.0,1,gemini-3.5-flash-lite,mts_fs,2026-09-08T10:16:42+00:00,"C1: O texto apresenta desvios gramaticais medianos e frequentes, como problemas de pontuação (separação incorreta de termos e ausência de vírgulas obrigatórias), desvios de acentuação (falta de acentos em 'várias', 'métodos' e 'até') e falhas na estrutura sintática, revelando domínio mediano da modalidade escrita formal. || C2: A redação apresenta o tema da gravidez precoce e utiliza o tipo dissertativo-argumentativo, com introdução, desenvolvimento e proposta de intervenção. No entanto, o texto"
97,400,120,120,80,0,80,120.0,120.0,80.0,80.0,0.0,400.0,1,gemini-3.5-flash-lite,mts_fs,2026-09-08T10:17:13+00:00,"C1: O texto apresenta desvios gramaticais de concordância e pontuação, além de falhas na estrutura sintática e na escolha de registro, como repetições lexicais e problemas na construção de períodos, mas mantém a inteligibilidade e demonstra domínio mediano da norma culta. || C2: A redação apresenta o tipo dissertativo-argumentativo, com uma tese e o desenvolvimento de argumentos sobre a qualidade da educação. No entanto, o texto apresenta trechos confusos na argumentação e tangencia levemente o "
108,400,120,80,80,80,40,80.0,120.0,80.0,80.0,0.0,360.0,1,gemini-3.5-flash-lite,mts_fs,2026-09-08T10:17:33+00:00,"C1: O texto apresenta desvios gramaticais evidentes, como falhas graves de pontuação (ausência de vírgulas obrigatórias e isolamento incorreto), erros de ortografia ('conseder', 'urais', 'miníma') e problemas sérios de concordância e estrutura sintática, revelando domínio mediano da norma culta. || C2: A redação desenvolve o tema dissertativo-argumentativo, apresentando repertório produtivo e estrutura dissertativa com clareza mediana. Contudo, há desvios na precisão vocabular, clareza da tese e"
112,400,120,80,80,80,40,80.0,120.0,80.0,80.0,0.0,360.0,1,gemini-3.5-flash-lite,mts_fs,2026-09-08T10:17:53+00:00,"C1: O texto apresenta desvios gramaticais frequentes, como problemas pontuais de pontuação (espaços antes de vírgulas e pontos), estrutura sintática rudimentar e repetição excessiva de vocabulário, demonstrando domínio mediano da norma culta. || C2: A redação apresenta o tema dos agrotóxicos e desenvolve um texto dissertativo-argumentativo, embora com traços expositivos predominantes. A estrutura argumentativa é mediana, apresentando os prós e contras de forma simplificada e com repertório produ"
113,400,120,40,80,80,80,80.0,120.0,80.0,80.0,0.0,360.0,1,gemini-3.5-flash-lite,mts_fs,2026-09-08T10:18:16+00:00,"C1: O texto apresenta desvios gramaticais graves e frequentes, como erros ortográficos ('posso' em vez de posse, 'armanados', 'fé'), falhas de concordância ('está sendo bastante discutido a questão'), problemas de pontuação e construções sintáticas precárias. || C2: A redação apresenta o tema da legalização de posse e porte de armas de forma compreendida, sem tangenciamento, e desenvolve o texto por meio do tipo dissertativo-argumentativo, contendo introdução, desenvolvimento com argumentação bá"
114,400,120,80,80,80,40,80.0,120.0,120.0,80.0,80.0,480.0,1,gemini-3.5-flash-lite,mts_fs,2026-09-08T10:18:34+00:00,"C1: O texto apresenta desvios gramaticais evidentes, como problemas de pontuação (ausência de vírgulas obrigatórias em orações adjetivas e intercaladas), inadequações de regência ('à imunização'), uso incorreto de pronomes ou advérbios ('aonde' em vez de 'onde') e construções sintáticas truncadas que comprometem a fluidez e demonstram domínio mediano da norma culta. || C2: A redação apresenta o tema da vacinação e desenvolve o texto sob o tipo dissertativo-argumentativo, contendo introdução, des"
117,440,120,80,80,80,80,120.0,160.0,120.0,120.0,200.0,720.0,1,gemini-3.5-flash-lite,mts_fs,2026-09-08T10:19:30+00:00,"C1: O texto apresenta boa estrutura sintática e pontuação adequada, mas comete desvios gramaticais pontuais, como a concordância inadequada em 'Inconformados , a população' e falhas de regência ou estruturação em 'o ministério da saúde em parceira com o MEC, deve promover'. O registro formal é predominantemente mantido, mas há imprecisões que impedem notas mais altas. || C2: A redação apresenta o tema de forma adequada, desenvolvendo-o por meio de um texto dissertativo-argumentativo com projeto "
119,440,120,80,80,80,80,120.0,80.0,80.0,120.0,0.0,400.0,1,gemini-3.5-flash-lite,mts_fs,2026-09-08T10:19:55+00:00,"C1: O texto apresenta boa estrutura sintática e domínio razoável da norma culta, mas comete alguns desvios pontuais, como o uso de grafia incorreta ('empreguinados' em vez de impregnados), pequenos deslizes de pontuação e problemas de concordância e paralelismo (como 'o governo... vêm'). || C2: A redação apresenta o tema do conservadorismo político e social, mas o desenvolve sob uma perspectiva predominantemente opinativa e panfletária, com traços de projeto de texto embrionário e argumentação p"
121,440,120,120,80,0,120,80.0,120.0,80.0,80.0,80.0,440.0,1,gemini-3.5-flash-lite,mts_fs,2026-09-08T10:20:15+00:00,"C1: O texto apresenta desvios gramaticais e estruturais evidentes, como problemas graves de pontuação (períodos muito longos e mal pontuados), falhas de concordância e regência (ex: 'perca à vida', 'levar à internação', 'crase indevida antes de artigos'), além de construções sintáticas truncadas que comprometem a fluidez e demonstram domínio mediano da modalidade escrita formal. || C2: A redação apresenta o tema central de forma compreendida e desenvolve o tipo textual dissertativo-argumentativo"
127,440,120,120,80,80,40,120.0,120.0,120.0,120.0,160.0,640.0,1,gemini-3.5-flash-lite,mts_fs,2026-09-08T10:20:35+00:00,"C1: A redação apresenta boa estrutura sintática e pontuação aceitável, mas comete desvios gramaticais pontuais, como o erro de aglutinação em 'Além dissonem' e falhas na escolha de registro e fluidez em alguns trechos. O domínio da norma culta é mediana, característico da nota 120. || C2: A redação apresenta o tema da gravidez precoce e compreende a proposta, desenvolvendo um texto dissertativo-argumentativo com introdução, desenvolvimento e conclusão. No entanto, o gênero apresenta traços media"
150,440,120,80,80,120,40,120.0,120.0,120.0,120.0,40.0,520.0,1,gemini-3.5-flash-lite,mts_fs,2026-09-08T10:20:55+00:00,"C1: O texto apresenta boa estrutura sintática, mas com alguns desvios gramaticais e de pontuação, como o uso de vírgulas gerando truncamento de frases e pequenos problemas de regência e paralelismo. || C2: A redação apresenta o tema do analfabetismo funcional e desenvolve o texto por meio do tipo dissertativo-argumentativo, com uso de repertório sociocultural produtivo (Thomas Jefferson e lei da inércia). No entanto, a argumentação apresenta falhas pontuais na progressão lógica e na validação do"
151,480,120,120,80,80,80,80.0,120.0,80.0,80.0,0.0,360.0,1,gemini-3.5-flash-lite,mts_fs,2026-09-08T10:21:15+00:00,"C1: O texto apresenta desvios gramaticais e sintáticos recorrentes, como problemas de concordância, regência e pontuação inadequada, além de falhas na estrutura sintática e construções redundantes (como as autocorreções evidentes no texto). || C2: A redação apresenta o tema do patriotismo e da valorização nacional por meio do hino nas escolas, desenvolvendo-o de forma dissertativo-argumentativa com repertório produtivo legitimado (escolas militares), embora haja limitações na profundidade argume"
161,480,120,80,80,120,80,80.0,80.0,120.0,40.0,0.0,320.0,1,gemini-3.5-flash-lite,mts_fs,2026-09-08T10:21:35+00:00,"C1: O texto apresenta desvios gramaticais evidentes, como falhas graves de pontuação (vírgulas separando sujeito e predicado), problemas de concordância (ex: 'famílias que tirava', 'mais de 169 mortos') e inadequações na regência e estrutura sintática, caracterizando um domínio mediano da modalidade escrita formal. || C2: O texto apresenta o tema dos desastres ambientais causados por empresas, mas o desenvolvimento do tipo textual dissertativo-argumentativo é frágil. Há predominância de traços n"
164,480,120,120,80,80,80,120.0,120.0,120.0,120.0,40.0,520.0,1,gemini-3.5-flash-lite,mts_fs,2026-09-08T10:21:57+00:00,"C1: O texto apresenta boa estrutura sintática e pontuação adequada na maior parte, mas comete desvios gramaticais evidentes, como a vírgula incorreta entre sujeito e predicado no primeiro parágrafo, uso de particípio incorreto ('Cumprido a pena') e problemas de regência/concordancia, além de deslizes no registro formal. || C2: A redação apresenta o tema proposto sobre o sistema carcerário e desenvolve um texto dissertativo-argumentativo com projeto de texto perceptível, contendo introdução, dese"
165,480,120,80,80,120,80,80.0,120.0,120.0,120.0,0.0,440.0,1,gemini-3.5-flash-lite,mts_fs,2026-09-08T10:22:57+00:00,"C1: O texto apresenta desvios gramaticais e estruturais moderados, como problemas de pontuação (vírgulas faltando ou mal empregadas), erros de regência e concordância, além de falhas na construção sintática e escolha de registro formal (como 'tm' e construções coloquiais). || C2: A redação apresenta o tema da gravidez na adolescência e desenvolve o texto predominantemente sob o tipo dissertativo-argumentativo, com tese e argumentos. No entanto, o projeto de texto e a argumentação apresentam falh"
169,480,120,120,80,80,80,40.0,80.0,80.0,40.0,120.0,360.0,1,gemini-3.5-flash-lite,mts_fs,2026-09-08T10:23:19+00:00,"C1: A redação apresenta múltiplos e graves desvios gramaticais e estruturais, destacando-se o uso incorreto de vírgulas separando sujeito e predicado ('a presença dos Jesuítas, trouxe'), crases indevidas, problemas graves de concordância ('muitos chegam', 'levam os discentes', 'a população estão'), falhas de regência e pontuação inadequada, evidenciando domínio precário da norma culta. || C2: A redação apresenta uma discussão sobre educação e tecnologia, mas o desenvolvimento do texto é fragment"
172,480,120,120,80,80,80,80.0,80.0,80.0,80.0,0.0,320.0,1,gemini-3.5-flash-lite,mts_fs,2026-09-08T10:23:36+00:00,"C1: A redação apresenta vários desvios gramaticais graves, como problemas de concordância ('Considera- se feminicídio crimes hediondos', 'se dá por vários fatores como por exemplo o ciúmes'), pontuação inadequada que separa o sujeito do predicado e falhas na estrutura sintática e regência, revelando domínio mediano da norma culta. || C2: A redação aborda o tema do feminicídio, mas apresenta traços evidentes de projeto de texto embrionário e estrutura predominantemente expositiva, com argumentaçã"
175,480,120,80,80,120,80,80.0,120.0,80.0,80.0,120.0,480.0,1,gemini-3.5-flash-lite,mts_fs,2026-09-08T10:24:04+00:00,"C1: O texto apresenta desvios gramaticais e de estrutura sintática significativos, como a vírgula incorreta entre o sujeito e o predicado ('redações, vem'), problemas de pontuação (períodos excessivamente longos e truncados) e falhas na concordância e regência. O registro é predominantemente coloquial e a estruturação frasal revela desvios frequentes da norma culta. || C2: O texto apresenta o tema do discurso de ódio nas redes sociais e desenvolve um texto dissertativo-argumentativo com traços d"
177,480,120,80,80,120,80,120.0,120.0,120.0,120.0,120.0,600.0,1,gemini-3.5-flash-lite,mts_fs,2026-09-08T10:24:23+00:00,"C1: O texto apresenta boa estrutura sintática e pontuação aceitável, mas contém alguns desvios gramaticais e de escolha de registro (como problemas de concordância em 'a população das grandes cidades ganham' e 'populações... são totalmente excluída', além de desvios pontuais de regência e acentuação pelo novo acordo em 'idéia'). || C2: A redação apresenta o tema da democratização do acesso ao cinema no Brasil e desenvolve o texto sob o tipo dissertativo-argumentativo, com introdução, desenvolvim"
178,480,120,120,80,120,40,120.0,80.0,80.0,80.0,0.0,360.0,1,gemini-3.5-flash-lite,mts_fs,2026-09-08T10:25:01+00:00,"C1: A redação apresenta boa estrutura sintática e pontuação aceitável, mas comete desvios gramaticais pontuais, como problemas de concordância ('povo, unidos', 'quem os esmagam'), regência e pontuação separando sujeito e predicado. O registro é predominantemente formal, embora contenha marcas de oralidade e coloquialismo. || C2: A redação aborda o tema proposto (reforma da previdência), mas apresenta graves desvios estruturais e argumentativos. O texto adota um tom excessivamente panfletário e e"
180,480,120,80,80,120,80,80.0,80.0,80.0,40.0,120.0,400.0,1,gemini-3.5-flash-lite,mts_fs,2026-09-08T10:25:19+00:00,"C1: O texto apresenta desvios gramaticais graves, como pontuação inadequada (vírgula separando sujeito e predicado no primeiro parágrafo) e construções sintáticas truncadas ou incompletas, especialmente no parágrafo final. Há falhas evidentes na estrutura frasal e na concordância, demonstrando domínio precário da modalidade escrita formal. || C2: A redação apresenta o tema da gravidez na adolescência, mas o texto é fragmentado e possui traços evidentes de projeto de texto embrionário, além de ap"
186,480,120,120,80,120,40,80.0,120.0,120.0,80.0,0.0,400.0,1,gemini-3.5-flash-lite,mts_fs,2026-09-08T10:25:39+00:00,"C1: O texto apresenta vários desvios graves da norma culta, incluindo problemas expressivos de pontuação (como vírgulas separando sujeito e predicado ou orações essenciais), falhas de concordância e construções sintáticas truncadas que comprometem a fluidez e a clareza da modalidade escrita formal. || C2: A redação apresenta o tema da vacinação e desenvolve o texto sob o tipo dissertativo-argumentativo, com presença de projeto de texto e argumentação. No entanto, há um tangenciamento parcial da "
190,480,120,120,80,120,40,80.0,120.0,80.0,80.0,120.0,480.0,1,gemini-3.5-flash-lite,mts_fs,2026-09-08T10:25:59+00:00,"C1: O texto apresenta desvios gramaticais graves e recorrentes, como falhas de concordância ('doenças, no qual ocorre'), emprego inadequado de pronomes relativos, problemas sérios de pontuação (vírgulas separando sujeito e predicado) e construções sintáticas truncadas ou confusas que prejudicam a fluidez e a clareza da norma culta. || C2: O texto apresenta o tema da volta de doenças erradicadas e desenvolve o gênero dissertativo-argumentativo com uma estrutura completa (introdução, desenvolvimen"
195,480,120,120,80,120,40,40.0,80.0,80.0,80.0,80.0,360.0,1,gemini-3.5-flash-lite,mts_fs,2026-09-08T10:26:19+00:00,"C1: O texto apresenta desvios graves e frequentes da norma culta, como problemas sérios de sintaxe (frases fragmentadas e truncadas), graves erros de pontuação, concordância e regência, além de desvios ortográficos e inadequações de registro. || C2: A redação apresenta o tema da preservação ambiental e da Amazônia, mas o desenvolvimento é frágil, com forte predominância de traços de projeto de texto embrionário e grande quantidade de desvios estruturais e sintáticos. A estrutura dissertativo-arg"
200,520,120,120,80,120,80,120.0,120.0,120.0,120.0,0.0,480.0,1,gemini-3.5-flash-lite,mts_fs,2026-09-08T10:26:39+00:00,"C1: O texto apresenta boa estrutura sintática e domínio razoável da norma culta, mas com desvios pontuais de pontuação, regência e concordância, além de inadequações no registro formal (como 'a artes' e 'pela mãe'). || C2: O texto apresenta o tema da reforma do ensino e a obrigatoriedade de disciplinas como educação física e artes, desenvolvendo-o por meio do tipo dissertativo-argumentativo, com introdução, argumentação e proposta de intervenção. No entanto, o repertório sociocultural é fraco ou"
