index_redacao,score,c1,c2,c3,c4,c5,pred_c1,pred_c2,pred_c3,pred_c4,pred_c5,pred_total,ok,modelo,modo,ts,raw
57,440,80,120,80,80,80,80.0,120.0,120.0,80.0,0.0,400.0,1,gemini-3.5-flash-lite,mts_fs2,2026-09-09T23:16:42+00:00,"C1: O texto apresenta desvios gramaticais evidentes, como ausência de acentuação ('contrario', 'publica', 'politico', 'prospero', 'glria'), problemas de concordância ('toda as sociedades'), pontuação inadequada (separação incorreta entre orações e períodos fragmentados) e escolha de registro por vezes coloquial ('do jeito que o governo quer impor'). || C2: A redação apresenta o tema da reforma do ensino médio dentro do tipo dissertativo-argumentativo, com uso de repertório sociocultural produtiv"
61,480,80,120,80,80,120,80.0,120.0,120.0,120.0,120.0,560.0,1,gemini-3.5-flash-lite,mts_fs2,2026-09-09T23:17:19+00:00,"C1: O texto apresenta desvios graves e recorrentes da norma culta, como problemas de acentuação ('cidadões', 'possuue', 'socias'), erros de pontuação que comprometem a sintaxe (vírgulas separando sujeito e predicado) e falhas de concordância e paralelismo. Há também inadequações na escolha vocabular e na estruturação de frases, enquadrando-se no nível de 80 pontos. || C2: A redação apresenta o tema do foro privilegiado e o tipo dissertativo-argumentativo com um repertório produtivo (Marx), mas t"
65,480,80,80,120,120,80,80.0,120.0,80.0,80.0,120.0,480.0,1,gemini-3.5-flash-lite,mts_fs2,2026-09-09T23:18:12+00:00,"C1: O texto apresenta desvios gramaticais e estruturais frequentes, como problemas de pontuação (vírgulas separando sujeito e predicado), falhas de concordância ('muito dos jovens', 'faz que com quase'), construções frasais truncadas ('Ser que') e desvios de regência e ortografia ('maôme', 'fazer que com'). || C2: A redação apresenta o gênero dissertativo-argumentativo com uma tese clara e tentativa de argumentação, embora o texto apresente um desenvolvimento com traços propositivos e um repertó"
66,520,80,120,80,120,120,120.0,120.0,120.0,80.0,40.0,480.0,1,gemini-3.5-flash-lite,mts_fs2,2026-09-09T23:20:14+00:00,"C1: A redação apresenta boa estrutura sintática e vocabulário adequado, mas comete desvios gramaticais importantes, como a separação inadequada de orações por ponto final no primeiro parágrafo e a ausência de concordância no último período ('É necessário uma reforma'). || C2: A redação apresenta o texto dissertativo-argumentativo com o desenvolvimento do tema sobre a valorização do professor, contendo introdução, argumentos e conclusão. No entanto, o repertório legitimado é ausente e a argumenta"
72,520,80,120,120,80,120,120.0,120.0,120.0,120.0,160.0,640.0,1,gemini-3.5-flash-lite,mts_fs2,2026-09-09T23:21:36+00:00,"C1: O texto apresenta desvios gramaticais pontuais e problemas de pontuação e regência (como 'consumo d remédios', 'Ato no qual deve ser combatido', 'auto medicação' separado e problemas de paralelismo e vírgulas mal empregadas). No entanto, demonstra domínio razoável da modalidade escrita formal, com estrutura sintática majoritariamente compreensível e vocabulário adequado. || C2: A redação apresenta o tema da automedicação e utiliza o tipo textual dissertativo-argumentativo, com introdução, de"
75,560,80,120,120,160,80,0.0,40.0,0.0,0.0,40.0,80.0,1,gemini-3.5-flash-lite,mts_fs2,2026-09-09T23:22:22+00:00,"C1: A redação apresenta múltiplos e graves desvios gramaticais que impedem a compreensão do texto, tais como problemas severos de concordância, regência, pontuação, ortografia e estruturação frasal precária. || C2: A redação apresenta sérios desvios gramaticais e estruturais que comprometem a construção do texto dissertativo-argumentativo, além de demonstrar grande dificuldade na compreensão do tema e na articulação das ideias, assemelhando-se ao nível 40 da escala oficial do ENEM. || C3: A reda"
79,680,80,120,120,160,200,120.0,120.0,120.0,120.0,160.0,640.0,1,gemini-3.5-flash-lite,mts_fs2,2026-09-09T23:23:23+00:00,"C1: O texto apresenta bom domínio da norma culta, mas possui alguns desvios gramaticais e estruturais, como a vírgula incorreta separando o sujeito do predicado ('que, a prática esportiva, pode') e pequenos problemas de pontuação e paralelismo sintático. || C2: A redação apresenta o tema da prática esportiva e do sedentarismo, desenvolvendo-o por meio de um texto dissertativo-argumentativo com repertório produtivo e boa estrutura. No entanto, o gênero argumentativo apresenta fragilidades na defe"
80,680,80,120,120,160,200,80.0,120.0,120.0,80.0,120.0,520.0,1,gemini-3.5-flash-lite,mts_fs2,2026-09-09T23:23:58+00:00,"C1: O texto apresenta desvios gramaticais graves e frequentes, como problemas de pontuação (períodos excessivamente longos e uso incorreto do ponto final entre parênteses), falhas de concordância, regência e estrutura sintática confusa (como o uso repetido e inadequado de 'pós' em vez de 'pois', e 'a mecer' em vez de 'à mercê'). A escolha de registro é predominantemente coloquial e há forte desorganização na construção das frases. || C2: A redação desenvolve o tema sobre o acesso ao esporte (foc"
83,240,120,40,40,40,0,40.0,40.0,80.0,40.0,0.0,200.0,1,gemini-3.5-flash-lite,mts_fs2,2026-09-09T23:24:40+00:00,"C1: O texto apresenta múltiplos e graves desvios gramaticais e estruturais, destacando-se a presença de inadequações graves de pontuação, ortografia (como 'destribuindo' e 'ja') e regência/concordância, além de grave desvio do registro formal exigido pelo ENEM. || C2: A redação apresenta um texto precário, com estrutura dissertativo-argumentativa rudimentar e forte traço de oralidade e desorganização sintática. Embora mencione o tema da educação sexual nas escolas de forma tangencial, o desenvol"
84,240,120,40,40,40,0,,,,,,,0,gemini-3.5-flash-lite,mts_fs2,2026-09-09T23:26:04+00:00,"C1: A redação apresenta desvios gramaticais graves e frequentes, como problemas de concordância ('temos nos deparados', 'todos ao redor dela desconhecia'), pontuação inadequada que prejudica a fluidez (frases excessivamente longas e uso incorreto de ponto e vírgula/dois-pontos) e falhas no registro formal da língua.|C2: A redação aborda o tema do suicídio, mas o desenvolvimento é frágil e centrado em relatos narrativos de casos específicos, apresentando baixa densidade argumentativa. Além disso,"
86,280,120,80,0,0,80,120.0,120.0,120.0,80.0,0.0,440.0,1,gemini-3.5-flash-lite,mts_fs2,2026-09-09T23:26:32+00:00,"C1: A redação apresenta desvios gramaticais e de convenções da escrita, como problemas de pontuação e ausência de acentuação ('continuo', '28 países'), além de construções sintáticas que revelam desvios na modalidade escrita formal, configurando estrutura sintática boa com desvios medianos. || C2: A redação desenvolve o tema proposto e apresenta o tipo textual dissertativo-argumentativo, contudo, a argumentação permanece mediana devido à predominância de frases curtas e certo esquematismo na exp"
88,360,120,80,40,80,40,120.0,120.0,120.0,80.0,0.0,440.0,1,gemini-3.5-flash-lite,mts_fs2,2026-09-09T23:28:23+00:00,"C1: O texto apresenta bom domínio da norma culta, com acertos sintáticos e de pontuação, mas contém alguns desvios gramaticais e estruturais, como problemas de concordância ('nos permitem'), inicial minúscula após ponto final ('exemplo disso', 'maneira como', 'nos forçando'), além de falhas na estruturação de períodos (fragmentos e gerundismos excessivos). || C2: A redação apresenta o tema das fake news de forma adequada e desenvolve o texto predominantemente sob o tipo dissertativo-argumentativ"
94,360,120,80,40,80,40,80.0,120.0,80.0,80.0,120.0,480.0,1,gemini-3.5-flash-lite,mts_fs2,2026-09-09T23:28:50+00:00,"C1: A redação apresenta desvios gramaticais recorrentes, como falhas de pontuação que prejudicam a fluidez, ausência de acentuação ('varias', 'metodos', 'ate'), além de problemas de concordância e construção sintática, evidenciando domínio mediano da modalidade escrita formal. || C2: A redação apresenta o tema da gravidez precoce e utiliza o tipo dissertativo-argumentativo, com introdução, desenvolvimento e conclusão com propostas de intervenção. No entanto, o texto possui uma estrutura predomin"
97,400,120,120,80,0,80,80.0,120.0,80.0,80.0,0.0,360.0,1,gemini-3.5-flash-lite,mts_fs2,2026-09-09T23:29:14+00:00,"C1: O texto apresenta desvios gramaticais graves e recorrentes, como falhas de concordância nominal e pontuação inadequada (ex: 'índices preocupante', falta de espaço após ponto final e problemas na estruturação sintática dos períodos). A escolha de registro é predominantemente formal, mas a densidade de desvios gramaticais e estruturais limita a nota a 80 pontos. || C2: O texto apresenta o tipo dissertativo-argumentativo com repertório produtivo e compreensão do tema, mas tangencia a discussão "
108,400,120,80,80,80,40,80.0,120.0,80.0,80.0,0.0,360.0,1,gemini-3.5-flash-lite,mts_fs2,2026-09-09T23:29:47+00:00,"C1: O texto apresenta desvios gramaticais graves e frequentes, como problemas de pontuação (ausência de vírgulas obrigatórias e isolamento incorreto), desvios ortográficos ('conseder'), falhas de concordância e de estrutura sintática, além de certa precariedade no registro formal. || C2: A redação desenvolve o tema proposto dentro do tipo textual dissertativo-argumentativo, apresentando uma estrutura com introdução e desenvolvimento com indícios de argumentação. No entanto, o texto apresenta tre"
112,400,120,80,80,80,40,80.0,120.0,80.0,80.0,0.0,360.0,1,gemini-3.5-flash-lite,mts_fs2,2026-09-09T23:30:09+00:00,"C1: O texto apresenta desvios gramaticais medianos, como problemas pontuais de pontuação (espaços antes de vírgulas), repetições lexicais empobrecedoras ('pragas', 'pesticidas') e estruturas sintáticas simples ou truncadas que revelam domínio mediano da norma culta. || C2: A redação apresenta o tema dos agrotóxicos e desenvolve o texto sob o tipo dissertativo-argumentativo, embora com traços evidentes de forte predominância expositiva e uma estrutura argumentativa ainda em construção (com forte "
113,400,120,40,80,80,80,80.0,120.0,80.0,80.0,40.0,400.0,1,gemini-3.5-flash-lite,mts_fs2,2026-09-09T23:30:28+00:00,"C1: O texto apresenta vários desvios gramaticais e estruturais graves, como problemas de concordância ('está sendo discutido a questão'), erros ortográficos recorrentes ('posso' em vez de posse, 'armanados', 'portando' em vez de portanto, 'previsa'), além de falhas na pontuação e construção frasal, evidenciando domínio precário da modalidade escrita formal. || C2: A redação apresenta o tema da legalização de posse e porte de armas de forma clara, sem tangenciamento. Utiliza o tipo dissertativo-a"
114,400,120,80,80,80,40,80.0,120.0,80.0,80.0,40.0,400.0,1,gemini-3.5-flash-lite,mts_fs2,2026-09-09T23:30:48+00:00,"C1: O texto apresenta desvios gramaticais e estruturais evidentes, como problemas de pontuação (falta de vírgulas obrigatórias), emprego inadequado de pronomes e conectivos ('aonde' em vez de 'onde', crase indevida em 'à imunização'), além de falhas na concordância e na escolha vocabular e de registro. || C2: O texto apresenta o tema da vacinação e desenvolve o tipo textual dissertativo-argumentativo com uma estrutura completa (introdução, desenvolvimento e proposta de intervenção). No entanto, "
117,440,120,80,80,80,80,120.0,160.0,160.0,120.0,160.0,720.0,1,gemini-3.5-flash-lite,mts_fs2,2026-09-09T23:31:09+00:00,"C1: O texto apresenta boa estrutura sintática e vocabulário adequado, mas comete desvios gramaticais evidentes, como concordância inadequada ('a população passaram', 'as máfias ascenderam'), problemas de regência e pontuação incorreta (espaços antes de vírgulas e dois-pontos), além de pequenos deslizes na modalidade escrita formal. || C2: A redação apresenta o tema de forma adequada, desenvolvendo a discussão sobre a proibição das drogas e a violência com o uso da estrutura dissertativo-argument"
119,440,120,80,80,80,80,120.0,120.0,80.0,120.0,0.0,440.0,1,gemini-3.5-flash-lite,mts_fs2,2026-09-09T23:32:08+00:00,"C1: A redação apresenta boa estrutura sintática e domínio razoável da norma culta, mas comete alguns desvios pontuais, como o uso de grafia incorreta ('empreguinados' em vez de 'engreneguinados' ou 'impregnados'), problemas de pontuação (vírgula separando termos que não devem ser separados, como antes da conjunção 'como') e escolha de registro levemente informal em alguns momentos. || C2: A redação apresenta o tipo textual dissertativo-argumentativo, com presença de tese e argumentos, mas o text"
121,440,120,120,80,0,120,80.0,80.0,80.0,80.0,120.0,440.0,1,gemini-3.5-flash-lite,mts_fs2,2026-09-09T23:32:58+00:00,"C1: A redação apresenta desvios gramaticais e sintáticos medianos, como problemas de pontuação (separação incorreta de orações por vírgulas), regência inadequada ('acarretar à dependência', 'perca') e construções truncadas que afetam a fluidez e a modalidade escrita formal. || C2: A redação apresenta o tema das drogas e da internação compulsória, mas o desenvolvimento é frágil, fragmentado em parágrafos curtos e predominantemente expositivos, com argumentação superficial e traços do gênero disse"
127,440,120,120,80,80,40,120.0,120.0,120.0,120.0,160.0,640.0,1,gemini-3.5-flash-lite,mts_fs2,2026-09-09T23:33:32+00:00,"C1: O texto apresenta boa estrutura sintática e pontuação aceitável, mas contém desvios gramaticais e de formalidade, como o uso de expressões informais ('pode ser dito que', 'além dissonem') e pequenos problemas de concordância e regência. A escolha vocabular é predominantemente mediana para os padrões exigidos pelo ENEM. || C2: A redação apresenta o tema da gravidez precoce e compreende a proposta, desenvolvendo um texto dissertativo-argumentativo com introdução, desenvolvimento e conclusão, a"
150,440,120,80,80,120,40,120.0,120.0,120.0,120.0,40.0,520.0,1,gemini-3.5-flash-lite,mts_fs2,2026-09-09T23:34:12+00:00,"C1: O texto apresenta boa estrutura sintática, mas com alguns desvios gramaticais e pontuais, como o uso de vírgulas separando orações de forma inadequada (frases longas sem a pontuação ideal) e pequenos deslizes na modalidade escrita formal. || C2: O texto apresenta o tema do analfabetismo funcional e desenvolve um texto dissertativo-argumentativo com introdução, desenvolvimento e conclusão. No entanto, a argumentação apresenta falhas e atinge o nível intermediário, pois a analogia com a lei da"
151,480,120,120,80,80,80,,,,,,,0,gemini-3.5-flash-lite,mts_fs2,2026-09-09T23:34:58+00:00,"C1: O texto apresenta desvios gramaticais e sintáticos medianos, além de construções truncadas e problemas evidentes de concordância e paralelismo (como 'desde cedo são ensinados'). No entanto, o nível de formalidade da escrita e a estrutura sintática geral evitam a pontuação mínima.|C2: A redação apresenta o tema do patriotismo e do ensino do hino nas escolas, mas o desenvolvimento do texto é frágil, apresentando traços de prototexto e argumentação muito superficial, além de tangenciar a comple"
161,480,120,80,80,120,80,80.0,80.0,120.0,80.0,0.0,360.0,1,gemini-3.5-flash-lite,mts_fs2,2026-09-09T23:35:47+00:00,"C1: O texto apresenta desvios gramaticais graves e frequentes, como erros de pontuação (vírgulas separando sujeito e predicado, e entre o verbo e seus complementos), problemas de concordância ('famílias que tirava', 'indústria à o meio ambiente') e inadequação de registro e sintaxe. || C2: A redação apresenta o tema dos desastres ambientais causados por empresas, mas o desenvolvimento é frágil e a estrutura dissertativo-argumentativa é rudimentar, baseando-se predominantemente em relatos de fato"
164,480,120,120,80,80,80,120.0,120.0,120.0,120.0,40.0,520.0,1,gemini-3.5-flash-lite,mts_fs2,2026-09-09T23:36:08+00:00,"C1: O texto apresenta estrutura sintática satisfatória, mas com desvios gramaticais pontuais, como vírgula incorreta separando sujeito e predicado no primeiro parágrafo e problemas pontuais de regência e pontuação. || C2: A redação apresenta o tema do sistema carcerário brasileiro e desenvolve o texto sob o tipo dissertativo-argumentativo, com presença de projeto de texto e argumentos. No entanto, a argumentação permanece mediana, com o uso de repertório sociocultural produtivo ausente ou improd"
165,480,120,80,80,120,80,80.0,120.0,120.0,120.0,40.0,480.0,1,gemini-3.5-flash-lite,mts_fs2,2026-09-09T23:37:02+00:00,"C1: O texto apresenta desvios gramaticais e estruturais medianos, como problemas de pontuação (falta de vírgulas em orações subordinadas e intercalações), inadequações de regência ('relação não utilização') e falhas na escolha de registro e coesão, caracterizando um domínio medianamente autônomo da norma culta. || C2: A redação apresenta o tema da gravidez na adolescência e desenvolve o texto no formato dissertativo-argumentativo, com presença de introdução, argumentos e conclusão. No entanto, o"
169,480,120,120,80,80,80,40.0,120.0,80.0,40.0,160.0,440.0,1,gemini-3.5-flash-lite,mts_fs2,2026-09-09T23:37:28+00:00,"C1: A redação apresenta múltiplos e graves desvios gramaticais e estruturais, incluindo sérios problemas de pontuação (vírgulas separando sujeito e predicado, uso incorreto de crase), falhas de concordância ('muitos chegam', 'a população estão'), desrespeito à regência e uso inadequado de conectivos e aspas, demonstrando domínio precário da modalidade escrita formal. || C2: O texto apresenta o tipo dissertativo-argumentativo com uma estrutura de introdução, desenvolvimento e conclusão, e compree"
172,480,120,120,80,80,80,80.0,120.0,80.0,40.0,40.0,360.0,1,gemini-3.5-flash-lite,mts_fs2,2026-09-09T23:38:19+00:00,"C1: A redação apresenta desvios graves e recorrentes de concordância (como 'Considera-se feminicídio crimes'), problemas sérios de pontuação (separação incorreta entre sujeito e predicado) e falhas de regência e estrutura sintática, revelando domínio mediano da norma culta. || C2: O texto apresenta o tema do feminicídio e desenvolve a tipologia dissertativo-argumentativa com uma estrutura recognoscível (introdução, desenvolvimento e conclusão), embora haja marcas de autoria um pouco frágeis, com"
175,480,120,80,80,120,80,80.0,120.0,80.0,80.0,120.0,480.0,1,gemini-3.5-flash-lite,mts_fs2,2026-09-09T23:39:58+00:00,"C1: O texto apresenta desvios gramaticais e de convenções da escrita evidentes, como a vírgula separando sujeito e predicado ('redes sócias, vem'), ausência de acentuação ('video', 'toxicas', 'providencias') e problemas graves de pontuação e paralelismo sintático ao longo dos períodos. || C2: A redação apresenta o tema do discurso de ódio nas redes sociais e desenvolve um texto dissertativo-argumentativo, embora com traços expositivos e argumentação mediana. Há projeto de texto perceptível, poré"
177,480,120,80,80,120,80,80.0,120.0,120.0,120.0,160.0,600.0,1,gemini-3.5-flash-lite,mts_fs2,2026-09-09T23:41:34+00:00,"C1: O texto apresenta desvios gramaticais medianos, como problemas de pontuação (vírgula separando sujeito e predicado), falhas de concordância e paralelismo sintático, além de emprego inadequado do acento indicativo de crase em alguns trechos. || C2: A redação apresenta o tema da democratização do acesso ao cinema no Brasil, compreendendo a proposta e desenvolvendo o texto predominantemente sob o tipo dissertativo-argumentativo, com presença de projeto de texto e argumentação. No entanto, o nív"
178,480,120,120,80,120,40,80.0,80.0,80.0,80.0,0.0,320.0,1,gemini-3.5-flash-lite,mts_fs2,2026-09-09T23:42:09+00:00,"C1: O texto apresenta vários desvios gramaticais graves e estruturais, como problemas de concordância ('povo, unidos', 'quem os esmagam'), pontuação inadequada que prejudica a fluidez (espaços antes de pontuação, vírgulas separando sujeito e predicado) e inadequações de registro, com traços de oralidade e informalidade ('Brasil está feio, frio, fraco e fedorento', 'tão de pressa'). O domínio da modalidade escrita formal é precário, concentrando falhas típicas do nível de 80 pontos. || C2: A reda"
180,480,120,80,80,120,80,80.0,80.0,80.0,80.0,160.0,480.0,1,gemini-3.5-flash-lite,mts_fs2,2026-09-09T23:42:30+00:00,"C1: A redação apresenta desvios gramaticais graves, como a separação inadequada entre sujeito e predicado por vírgula no primeiro parágrafo, problemas de paralelismo e construção frasal truncada, além de falhas na pontuação que comprometem a fluidez e demonstram domínio mediano da norma culta. || C2: A redação apresenta o tema da gravidez na adolescência, mas o desenvolvimento é frágil, superficial e apresenta trechos truncados (frases inacabadas), demonstrando domínio medianamente precário do t"
186,480,120,120,80,120,40,80.0,120.0,120.0,80.0,120.0,520.0,1,gemini-3.5-flash-lite,mts_fs2,2026-09-09T23:43:05+00:00,"C1: A redação apresenta desvios graves e frequentes na norma culta, incluindo problemas evidentes de pontuação (vírgulas separando sujeito e predicado, orações sem pontuação adequada), concordância e regência, além de construções sintáticas truncadas e escolhas de registro informais. || C2: A redação apresenta o tema da vacinação e o gênero dissertativo-argumentativo, com presença de projeto de texto e argumentos ao longo do texto. No entanto, o desenvolvimento argumentativo apresenta trechos co"
190,480,120,120,80,120,40,80.0,120.0,80.0,80.0,160.0,520.0,1,gemini-3.5-flash-lite,mts_fs2,2026-09-09T23:44:35+00:00,"C1: O texto apresenta desvios gramaticais graves e frequentes, como falhas de concordância ('no qual ocorre'), problemas sérios de regência e pontuação inadequada que prejudicam a estrutura sintática. O registro formal é frequentemente rompido por construções truncadas e confusas. || C2: O texto apresenta o tema da volta de doenças erradicadas e compreende o tipo textual dissertativo-argumentativo, com presença de projeto de texto e desenvolvimento por meio de argumentação mediana, embora com tr"
195,480,120,120,80,120,40,80.0,80.0,80.0,40.0,120.0,400.0,1,gemini-3.5-flash-lite,mts_fs2,2026-09-09T23:44:55+00:00,"C1: O texto apresenta desvios graves e frequentes na modalidade escrita formal, como problemas de concordância, regência e pontuação inadequada (separação incorreta de orações e uso deficiente de vírgulas). Há também falhas evidentes na estrutura sintática e na escolha de registro, evidenciando domínio mediano da norma culta. || C2: O texto apresenta o tema da preservação da Amazônia e das riquezas naturais, mas demonstra um domínio precário do tipo textual dissertativo-argumentativo, com forte "
